Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"October 25, 2000",18:15,"Near Batumi, Republic of Georgia",Military - Russia,,Moscow - Batumi,RA-74295,187010602,86,75.0,11.0,86,75.0,11.0,0.0,"Communications were lost with the aircraft as it approached Mt. Tirina at 4,250 feet, preparing to land at Batumi. The aircraft was seen rapidly descending into mountainous terrain. A large explosion followed as the plane crashed somewhere between the towns of  Batumi and Kabuleti in heavy rain. Navigation error made by the crew in the final stage of the landing approach. Error by the Batumi ATC who failed to locate the plane and conform it to the crew. Erroneous data shown by ground radio-technical facilities at Batumi airport.",https://www.planecrashinfo.com/2000/2000-56.htm,41.6241427,41.6249897
"October 31, 2000",23:17,"Taipei, Taiwan",Singapore Airlines,006,Taipei - Los Angeles,9V-SPK,28023/1099,179,159.0,20.0,83,79.0,4.0,0.0,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",https://www.planecrashinfo.com/2000/2000-57.htm,25.0375198,121.5636796
"October 31, 2000",11:27,"Near Monaquimbundo, Angola",Aca-Ancargo,,Saurimo - Luanda,D2-FDI,27312009,44,39.0,5.0,44,39.0,5.0,0.0,The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.,https://www.planecrashinfo.com/2000/2000-58.htm,-27.6401119,152.9228462
"November 07, 2000",,"Luabo, Democratic Republic Congo",Malu Aviation,,,ER-AFA,3406,11,5.0,6.0,2,1.0,1.0,0.0,"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.",https://www.planecrashinfo.com/2000/2000-59.htm,-9.042886150000001,25.184165105295335
"November 09, 2000",01:23,"Fort Wayne, Indiana",Superior Aviation,,"Fort Wayne, IN - Milwaukee, WI",N731AC,TC-255,1,0.0,1.0,1,0.0,1.0,0.0,"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.",https://www.planecrashinfo.com/2000/2000-60.htm,41.0799898,-85.1386015
"November 15, 2000",13:05,"Near Luanda, Angola",Asa Pesada,,Luanda - Namibe,D2-FCG,PESA001,57,52.0,5.0,57,52.0,5.0,0.0,The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,https://www.planecrashinfo.com/2000/2000-61.htm,-8.8272699,13.2439512
"November 20, 2000",12:22,"Miami, Florida",American Airlines,,"Miami, FL - Port au Prince",N14056,463,114,105.0,9.0,1,0.0,1.0,0.0,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",https://www.planecrashinfo.com/2000/2000-62.htm,25.7741728,-80.19362
"December 11, 2000",14:45,"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,,Cashaschanes - Sumacal,CP-1721,,6,5.0,1.0,6,5.0,1.0,0.0,"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.",https://www.planecrashinfo.com/2000/2000-63.htm,-12.9482581,-65.1120651
"January 04, 2001",,"Zheng Zou AB, China",Military - People's Liberation Army,,Training,31242/31243,,16,0.0,16.0,16,0.0,16.0,6.0,Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground.,https://www.planecrashinfo.com/2001/2001-1.htm,36.8125353,117.7387539
"January 08, 2001",,"Near Silimo, Indonesia",Military - Indonesia,,Timika - Jayapura,U-614,223/63N,9,0.0,9.0,9,0.0,9.0,0.0,"Struck Timika Peak at 11,800 ft. shortly after taking off. Controlled flight into terrain.",https://www.planecrashinfo.com/2001/2001-2.htm,-4.480476,138.9316798
"January 23, 2001",21:35,"Eider Point, Alaska",Majestic Air Cargo,,,N19454,13863,2,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.",https://www.planecrashinfo.com/2001/2001-3.htm,53.9576138,-166.5894621
"January 25, 2001",18:15,"Ciudad Bolivar, Venezuela",Rutaca Airlines,224,Canaina - Ciudad Bolivar - Por La Mar,YV-224C,19055,24,20.0,4.0,24,20.0,4.0,0.0,The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,https://www.planecrashinfo.com/2001/2001-4.htm,8.1028532,-63.5469562
"January 27, 2001",17:37,"Byers, Colorado",North Bay Charter,,"Broomfield, CO - Stillwater, OK",N81PF,BB-158,10,8.0,2.0,10,8.0,2.0,0.0,"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation. Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.",https://www.planecrashinfo.com/2001/2001-5.htm,39.709152,-104.2219965
"January 31, 2001",16:50,"El Yopal, Colombia",Lineas Aereas Suramericanas,,El Yopal - Mitu,HK-3932X,201,6,3.0,3.0,3,2.0,1.0,0.0,"While attempting to land at Mitú, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.",https://www.planecrashinfo.com/2001/2001-6.htm,5.3356662,-72.3936931
"February 08, 2001",15:40,"Nurnberg, Germany",E.A.S. Aeroservizi,,"Nurnberg - Rome, Italy",I-MOCO,35-445,3,1.0,2.0,3,1.0,2.0,0.0,"The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.",https://www.planecrashinfo.com/2001/2001-7.htm,49.453872,11.077298
"February 08, 2001",19:20,"Beaver Island, Minnesota",Northern Illinois Flight Center,,Chicago - Beaver Island,N318DH,AT-469,6,4.0,2.0,2,0.0,2.0,0.0,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.",https://www.planecrashinfo.com/2001/2001-8.htm,48.0635145,-91.4880411
"February 10, 2001",,"Jakobkondre, Suriname",Gum Air Charter,,Paramaribo - Jakobkondre,PZ-TBP,N24A-73,10,9.0,1.0,10,9.0,1.0,0.0,"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.",https://www.planecrashinfo.com/2001/2001-9.htm,4.937792,-55.5389132
"February 27, 2001",17:30,"Near Granton Harbour, Scotland",Loganair,670A,Edinburgh - Belfast,G-BNMT,SH3723,2,0.0,2.0,2,0.0,2.0,0.0,"Double engine failure on take off cause the cargo plane to ditch. Edinburgh airport was closed overnight due to a snowstorm. Since the plane was not expected to layover there, no engine covers (bungs) were provided. During the night, snow accumulated in the upper part of the engines.  In the morning, a generator problem was dealt with, and the engineer said to run the engines for 30 minutes. The snow melted and refroze in the bottom part of the engines near the intakes. The intakes were further restricted by the engine de-ice when it was turned on after takeoff. This caused btoh engines to flame out.",https://www.planecrashinfo.com/2001/2001-10.htm,55.9835467,-3.2281112
"March 03, 2001",09:55,"Unadilla, Georgia",Military - Florida Army National Guard,,"Fort Walton Beach, Fl - Oceana Naval Air Station, VA",93-1336,3684/3420,21,18.0,3.0,21,18.0,3.0,0.0,"The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.",https://www.planecrashinfo.com/2001/2001-11.htm,32.2617378,-83.7364358
"March 03, 2001",14:48,"Bangkok, Thailand",Thai Airways,114,Bangkok - Chiang Mai.,HS-TDC,25321/2113,5,0.0,5.0,1,0.0,1.0,0.0,"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.",https://www.planecrashinfo.com/2001/2001-12.htm,13.7524938,100.4935089
"March 15, 2001",,"Medina, Saudi Arabia",Vnukovo Airlines,,Istanbul - Moscow,RA-85619,86A-738,174,162.0,12.0,3,2.0,1.0,0.0,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.",https://www.planecrashinfo.com/2001/2001-13.htm,24.471153,39.6111216
"March 24, 2001",16:30,"Gustavia, St. Barthélémy, French West Indies",Air Caraibes,1501,St. Maarten - St. Barthélémy,F-OGES,254,19,17.0,2.0,19,17.0,2.0,1.0,The aircraft took off from Prinses Juliana Airport at St. Maarten for a 15 minute flight to St. Jean Airport at St. Barthélémy. While attempting to land at St. Barthélémy the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. Weather was good at the time of the accident.,https://www.planecrashinfo.com/2001/2001-14.htm,17.8951776,-62.8504077
